거래번호,거래일자,계정과목,거래처,금액,적요,담당자,승인자,이상여부,이상유형
TXN0000000956,2025-11-11,여비교통비,(주) 브레인한가람기술,79234,출장비,박은경,김예은,0,
TXN0000004610,2025-04-06,임차료,유한회사 라온다올랩스,1912346,사무실 임차료,김정남,김은경,0,
TXN0000001543,2025-04-30,매출,주식회사 유니온겨레신문,5004900,수수료 수입,오영철,윤명숙,0,
TXN0000008539,2025-02-26,여비교통비,유한회사 모두랩스,73099,교통비,김재현,김지아,0,
TXN0000008799,2025-11-11,여비교통비,유한회사 아름가람코스메틱,134993,출장비,김현준,김채원,0,
TXN0000003898,2025-07-23,매출,(주) 겨레기획,7199467,용역 제공,이지아,박명숙,0,
TXN0000005900,2025-02-19,매입,유한회사 발해,2721648,원재료 구매,서옥자,이채원,0,
TXN0000007814,2025-04-28,여비교통비,유한회사 유니온정보통신,158327,교통비,김영미,이아름,0,
TXN0000005071,2025-09-15,급여,유한회사 보람기획,2890212,상여금 지급,권경숙,이명숙,0,
TXN0000008699,2025-08-13,접대비,주식회사 중앙,478449,거래처 접대,신서윤,고수민,0,
TXN0000007819,2025-04-30,급여,(주) 백제네트워크,4339761,퇴직금 지급,이경숙,장현숙,0,
TXN0000006100,2025-05-22,매입,주식회사 스타국민시스템즈,2393167,상품 매입,김유진,김예준,0,
TXN0000007541,2025-06-27,매입,유한회사 가야연구소,1780359,상품 매입,김경숙,김민지,0,
TXN0000004963,2025-03-22,여비교통비,주식회사 고구려코리아은행,12350,출장비,이서준,김민수,0,
TXN0000005477,2025-01-17,급여,(주) 다올,3039577,급여 지급,강지민,양시우,0,
TXN0000008966,2025-11-26,여비교통비,(주) 아름보안,35311,교통비,류영철,배춘자,0,
TXN0000002041,2025-08-31,급여,주식회사 고려원더항공,2757378,급여 지급,이정호,김현준,0,
TXN0000006555,2025-01-31,임차료,(주) 겨레솔루션,1289678,사무실 임차료,김시우,최예원,0,
TXN0000003534,2025-01-28,현금,(유) 글로벌,608231,소액 경비,이지현,김정남,0,
TXN0000003774,2025-08-11,임차료,(유) 신라,546750,창고 임차료,이주원,김시우,0,
TXN0000004070,2025-10-13,현금,주식회사 코어,262306,현금 입금,강영숙,김하윤,0,
TXN0000000709,2025-01-20,접대비,주식회사 윈드,436717,거래처 접대,장채원,최준서,0,
TXN0000006737,2025-11-24,매출,(주) 겨레네트워크,1869469,수수료 수입,이정순,강은지,0,
ANO0000000825,2025-07-29,접대비,특정거래처,97178,소액 접대,김철수,류승현,1,빈번한 소액거래
TXN0000006001,2025-06-23,접대비,(유) 조선보안,256817,선물비,한광수,박지민,0,
TXN0000007406,2025-06-27,접대비,(주) 제나,182623,선물비,이정훈,박준서,0,
TXN0000008308,2025-08-18,현금,주식회사 가람그룹,2887364,현금 입금,최중수,송현우,0,
TXN0000003387,2025-03-15,매출,주식회사 마루바이오,9431646,수수료 수입,김은서,윤정수,0,
TXN0000001952,2025-08-18,임차료,주식회사 나루,2491966,사무실 임차료,이진우,배명숙,0,
TXN0000002526,2025-07-24,매입,(유) 가온정보통신,2569038,소모품 구매,손서연,성명숙,0,
TXN0000002240,2025-05-10,매출,(주) 중앙겨레은행,2886032,제품 판매,최정훈,박예은,0,
TXN0000004614,2025-09-12,접대비,유한회사 이노뷰티,208706,선물비,김예진,백동현,0,
TXN0000007071,2025-07-02,현금,주식회사 나루제나플랫폼,3425133,현금 입금,곽보람,김정희,0,
TXN0000008209,2025-10-03,급여,주식회사 고구려,2085265,상여금 지급,이성민,김정수,0,
TXN0000007137,2025-12-10,접대비,유한회사 다올플랫폼,406759,거래처 접대,이하은,최윤서,0,
TXN0000000972,2025-05-22,매입,(유) 스타,1899781,상품 매입,심숙자,한미경,0,
TXN0000007679,2025-11-07,접대비,(주) 조선,108987,거래처 접대,박지현,홍정훈,0,
TXN0000004258,2025-11-28,접대비,(유) 겨레플랫폼,406773,선물비,배준서,권민재,0,
TXN0000005556,2025-02-10,매출,유한회사 시너지,6961407,용역 제공,안하은,최주원,0,
TXN0000001597,2025-09-03,접대비,(유) 미래,470535,선물비,손유진,황영미,0,
TXN0000008817,2025-02-15,급여,(유) 가람가람연구소,3472758,급여 지급,문광수,이정숙,0,
TXN0000008402,2025-10-11,급여,유한회사 이노브레인정보통신,3560752,상여금 지급,강성진,이지아,0,
TXN0000006313,2025-10-25,여비교통비,(유) 첨단,110714,출장비,강영자,이지연,0,
ANO0000000240,2025-08-19,여비교통비,(주) 모두개발,9998420,출장비,김영식,김민준,1,비정상적 금액
TXN0000003043,2025-03-19,매출,(주) 백제,7833481,제품 판매,이병철,신재현,0,
TXN0000004192,2025-02-16,매출,주식회사 겨레항공,2611004,제품 판매,장은지,이상현,0,
TXN0000006250,2025-12-01,여비교통비,주식회사 중앙,17937,출장비,김지현,김영수,0,
TXN0000000775,2025-07-31,급여,주식회사 씨앤씨,3740680,급여 지급,권현우,고정훈,0,
TXN0000001131,2025-07-03,매입,주식회사 스타유통,2466564,상품 매입,하영환,박영호,0,
TXN0000002584,2025-05-03,매입,주식회사 모두하나기술,958823,원재료 구매,노혜진,김서윤,0,
TXN0000000778,2025-11-10,현금,(주) 고려유통,2177346,현금 출금,박수진,배서영,0,
ANO0000000259,2025-09-27,현금,주식회사 고려,238632,긴급 지출,곽지연,서경수,1,주말 거래
TXN0000005881,2025-01-20,매입,주식회사 중앙시스템즈,863964,원재료 구매,김주원,최미영,0,
TXN0000008512,2025-01-29,임차료,(유) 발해에이아이,1089031,사무실 임차료,박하윤,윤지현,0,
TXN0000006776,2025-05-27,접대비,주식회사 종합,413009,거래처 접대,김명숙,박민준,0,
TXN0000001325,2025-03-24,접대비,주식회사 고구려,79095,거래처 접대,양성민,윤정숙,0,
TXN0000003975,2025-05-02,현금,(유) 미래조선플랫폼,2378864,현금 입금,오옥자,박지훈,0,
TXN0000003394,2025-04-09,현금,주식회사 중앙전자,2420653,소액 경비,홍경숙,김성호,0,
TXN0000008587,2025-07-28,현금,주식회사 첨단,1315770,현금 입금,문정희,김도현,0,
TXN0000002099,2025-03-09,접대비,주식회사 종합,184429,회식비,이정식,김상훈,0,
TXN0000004092,2025-04-15,현금,(주) 나루,4652595,소액 경비,박지후,황선영,0,
TXN0000003260,2025-09-14,매출,(유) 글로벌,364574,제품 판매,김성현,최예은,0,
TXN0000002776,2025-08-10,접대비,유한회사 라온시스템즈,217297,거래처 접대,류지민,허지혜,0,
TXN0000004843,2025-06-22,현금,주식회사 마음정보통신,2835408,소액 경비,서지영,최병철,0,
TXN0000005422,2025-04-28,급여,유한회사 코리아,4465610,급여 지급,허승현,이지원,0,
TXN0000003864,2025-09-28,접대비,주식회사 겨레,422872,회식비,서영자,김춘자,0,
TXN0000008622,2025-04-22,접대비,주식회사 코어월드유통,382086,거래처 접대,박민석,박상철,0,
TXN0000000460,2025-07-31,매입,유한회사 모두자동차,4713182,원재료 구매,최서영,김경희,0,
TXN0000008574,2025-03-26,매출,(유) 아름,8478948,용역 제공,문정숙,이현숙,0,
TXN0000002339,2025-02-12,급여,유한회사 비전,3745746,퇴직금 지급,김상철,박서준,0,
TXN0000006797,2025-11-12,급여,유한회사 다올고구려시스템즈,4572537,급여 지급,박상철,이상훈,0,
TXN0000008246,2025-05-23,여비교통비,(유) 가온,117539,숙박비,박정자,홍아름,0,
TXN0000007413,2025-02-22,급여,(주) 중앙기획,2847171,상여금 지급,김정식,이순자,0,
TXN0000000594,2025-09-25,임차료,유한회사 라온조선엔지니어링,2166709,창고 임차료,배지민,김정숙,0,
TXN0000005473,2025-10-11,현금,(유) 고려하나그룹,1455885,현금 입금,김정식,김서현,0,
TXN0000004880,2025-11-21,접대비,주식회사 고구려랩스,269724,회식비,진순옥,안정수,0,
TXN0000000326,2025-04-23,현금,(주) 제나,2379285,현금 출금,이지은,박광수,0,
TXN0000006592,2025-09-08,임차료,(주) 라온,2014246,사무실 임차료,고수진,박성현,0,
TXN0000002124,2025-05-16,접대비,유한회사 원더코스메틱,178429,회식비,장서윤,윤영미,0,
TXN0000006595,2025-05-26,접대비,유한회사 이노글로벌네트워크,75884,선물비,김민수,김준호,0,
TXN0000001448,2025-06-30,여비교통비,주식회사 스타제조,56192,출장비,박상훈,장민석,0,
TXN0000000923,2025-09-27,매출,(주) 네오,5888844,수수료 수입,이서윤,한숙자,0,
ANO0000000732,2025-06-24,여비교통비,유한회사 스타항공,8193049,출장비,김은정,김정자,1,비정상적 금액
TXN0000007144,2025-09-03,여비교통비,(주) 비전브레인에이아이,26328,숙박비,황정식,김상훈,0,
ANO0000000055,2025-07-26,현금,주식회사 아름소프트,508166,긴급 지출,송은경,문미영,1,주말 거래
TXN0000002592,2025-09-30,매입,유한회사 한강유니온솔루션,1813263,소모품 구매,심건우,김중수,0,
TXN0000003477,2025-04-28,여비교통비,(주) 고려,89033,교통비,진시우,이도윤,0,
TXN0000008370,2025-12-10,접대비,유한회사 가야연구소,165564,선물비,남도윤,조정훈,0,
TXN0000005288,2025-09-14,임차료,주식회사 한가람정보통신,669697,사무실 임차료,황영호,전도윤,0,
TXN0000005437,2025-07-12,접대비,유한회사 다올랩스,345753,선물비,김지아,박승민,0,
TXN0000007980,2025-02-17,접대비,주식회사 윈드금고,92197,회식비,김현준,최성진,0,
TXN0000002405,2025-04-13,매입,주식회사 가야,3528860,소모품 구매,오민석,김도현,0,
TXN0000007785,2025-12-30,현금,(유) 네오시너지보안,425719,현금 입금,홍상현,문민재,0,
TXN0000005041,2025-06-24,임차료,유한회사 시너지고구려엔지니어링,2651643,창고 임차료,남순자,윤정순,0,
TXN0000002221,2025-05-06,접대비,유한회사 조선금고,321494,선물비,김현지,박순옥,0,
TXN0000000646,2025-02-15,현금,주식회사 한강가온자동차,3277449,현금 입금,김성진,유진우,0,
TXN0000000729,2025-12-28,급여,주식회사 중앙,3658816,퇴직금 지급,김은경,강지후,0,
TXN0000000484,2025-08-25,접대비,(주) 인포넥스트엔지니어링,231516,회식비,황정희,백미숙,0,
ANO0000000020,2025-02-19,여비교통비,유한회사 시너지,6096943,출장비,장현지,임민수,1,비정상적 금액
TXN0000004080,2025-02-07,여비교통비,(유) 미래나루기획,134045,교통비,하지은,박민서,0,
TXN0000003981,2025-10-07,급여,(유) 푸른테크,3925714,급여 지급,류경희,이현지,0,
TXN0000003564,2025-01-17,접대비,주식회사 다올넥스트개발,348926,선물비,홍미영,김준영,0,
TXN0000004441,2025-01-09,임차료,(유) 글로벌에코기획,2651673,사무실 임차료,김재현,이수진,0,
ANO0000000627,2025-02-26,접대비,특정거래처,97186,소액 접대,김철수,이서영,1,빈번한 소액거래
ANO0000000200,2025-09-24,여비교통비,(주) 마루,5866343,출장비,이수진,권영철,1,비정상적 금액
TXN0000007790,2025-03-06,여비교통비,(주) 가야자동차,123344,숙박비,박지아,최민석,0,
TXN0000007101,2025-05-18,임차료,주식회사 가야윈드금고,562059,창고 임차료,이성호,이지연,0,
TXN0000005921,2025-07-29,매입,(유) 에코,3225497,상품 매입,박성호,장지현,0,
TXN0000002954,2025-04-16,매출,유한회사 백제그룹,3224513,용역 제공,이현준,이시우,0,
TXN0000001792,2025-01-04,급여,주식회사 겨레라온전자,4327267,상여금 지급,이민석,박순자,0,
TXN0000000909,2025-06-03,여비교통비,유한회사 코리아나루자동차,94571,출장비,강성수,이경수,0,
TXN0000008153,2025-04-15,접대비,주식회사 한가람랩스,207057,선물비,임재현,허지훈,0,
TXN0000007319,2025-08-12,임차료,주식회사 라온금고,1658570,사무실 임차료,권진우,윤지원,0,
TXN0000000599,2025-06-22,현금,(유) 에코,1930833,소액 경비,박정호,강성민,0,
TXN0000007235,2025-01-23,현금,(유) 가야첨단출판,4309128,현금 출금,김지원,오보람,0,
TXN0000000206,2025-07-27,여비교통비,(주) 글로벌하나출판,122453,숙박비,김종수,송우진,0,
TXN0000006233,2025-05-12,접대비,유한회사 고구려항공,387080,선물비,안성수,김우진,0,
TXN0000005480,2025-10-17,매입,(유) 글로벌모두연구소,3923577,상품 매입,김현준,안예진,0,
TXN0000008802,2025-07-02,매출,(유) 라온,4146493,제품 판매,최승민,황시우,0,
TXN0000007219,2025-02-08,여비교통비,유한회사 네오연구소,39998,출장비,권은지,차성호,0,
TXN0000003319,2025-07-11,매입,(유) 가야우리뷰티,4826160,원재료 구매,이옥순,김영일,0,
TXN0000002263,2025-05-30,매출,(유) 라온,4751737,용역 제공,민성현,안현숙,0,
TXN0000008509,2025-03-16,현금,유한회사 아름,4474448,소액 경비,강영희,이예준,0,
ANO0000000086,2025-06-14,현금,(유) 미래,459821,긴급 지출,윤예준,박정자,1,주말 거래
TXN0000003789,2025-07-04,임차료,주식회사 글로벌,2546787,창고 임차료,이현숙,이윤서,0,
TXN0000004742,2025-06-11,접대비,유한회사 중앙,204144,거래처 접대,심은주,박성호,0,
TXN0000001230,2025-05-20,접대비,(유) 마음,379175,거래처 접대,구영일,심정호,0,
TXN0000002161,2025-12-14,매입,주식회사 에코시너지소프트,2845964,원재료 구매,이정희,이지민,0,
ANO0000000336,2025-07-27,매입,(주) 겨레뷰티,10000000,물품 구매,김경수,권건우,1,라운드 금액
TXN0000000854,2025-10-25,현금,유한회사 윈드,389701,현금 출금,김영철,김민지,0,
TXN0000000146,2025-10-13,여비교통비,(주) 다올나루뷰티,40277,출장비,이명자,백유진,0,
TXN0000002536,2025-04-24,임차료,(주) 조선코스메틱,1841223,창고 임차료,박성호,박미정,0,
TXN0000006534,2025-05-08,여비교통비,유한회사 인포중앙네트워크,146462,숙박비,박예준,박영순,0,
TXN0000008133,2025-07-31,현금,(주) 한빛,3226814,소액 경비,백은서,이성호,0,
TXN0000002194,2025-04-16,매입,(유) 원더네오솔루션,3157216,소모품 구매,박영희,강성호,0,
TXN0000007817,2025-02-25,현금,(유) 스타인포랩스,3330907,현금 출금,나정식,박지현,0,
TXN0000006800,2025-10-24,매입,(유) 원더,1854023,원재료 구매,김지연,김미영,0,
ANO0000000913,2025-10-23,매입,(유) 미래가야소프트,1000000,물품 구매,최건우,홍승민,1,라운드 금액
TXN0000001956,2025-03-08,현금,(주) 유니온모두기획,755398,현금 출금,강준호,서예지,0,
TXN0000001755,2025-03-23,급여,(주) 다올엔지니어링,3587889,퇴직금 지급,홍정훈,오명숙,0,
TXN0000004716,2025-07-10,여비교통비,(유) 신라연구소,187645,교통비,박윤서,차경자,0,
TXN0000004159,2025-08-30,임차료,(주) 보람국민바이오,965478,창고 임차료,김현정,이상호,0,
TXN0000001577,2025-09-25,매입,(유) 제나,1218546,상품 매입,양정순,김동현,0,
TXN0000008313,2025-06-04,접대비,(유) 고구려,219854,선물비,김영일,박민재,0,
TXN0000004539,2025-10-02,급여,유한회사 비전센터,3139537,퇴직금 지급,김정숙,손수진,0,
TXN0000008790,2025-03-21,임차료,유한회사 아름은행,2758189,사무실 임차료,문지현,김지민,0,
TXN0000002081,2025-12-23,매입,(주) 가야유통,3397736,원재료 구매,박보람,김영자,0,
TXN0000001374,2025-09-30,접대비,(유) 발해코어시스템,344032,선물비,조영환,김하은,0,
TXN0000008998,2025-01-22,현금,유한회사 글로벌,914578,현금 출금,황성진,김경숙,0,
TXN0000005862,2025-09-01,급여,주식회사 마루,2820884,퇴직금 지급,김은경,박경숙,0,
TXN0000000507,2025-01-17,현금,(유) 한가람정보통신,2071186,소액 경비,이경희,이상현,0,
ANO0000000166,2025-05-13,접대비,특정거래처,98920,소액 접대,김철수,이상철,1,빈번한 소액거래
TXN0000008427,2025-11-19,현금,(유) 보람,3221690,소액 경비,이아름,김서준,0,
TXN0000008568,2025-10-14,매입,주식회사 하나아름바이오,2585454,원재료 구매,윤수민,김미영,0,
TXN0000004640,2025-10-11,매출,주식회사 월드고려그룹,7374164,용역 제공,최서영,임미영,0,
TXN0000007997,2025-03-23,임차료,(유) 나루은행,620760,창고 임차료,김병철,김예은,0,
TXN0000000278,2025-12-01,급여,유한회사 코어반도체,4359975,급여 지급,심은정,장미정,0,
TXN0000003629,2025-12-14,임차료,주식회사 첨단금고,660864,창고 임차료,김정자,박영식,0,
TXN0000007385,2025-04-24,매출,주식회사 조선스타자동차,6047072,수수료 수입,이건우,성은영,0,
TXN0000008327,2025-01-12,접대비,주식회사 겨레뷰티,88048,선물비,임현준,김준영,0,
ANO0000000861,2025-12-14,접대비,특정거래처,97199,소액 접대,김철수,김영길,1,빈번한 소액거래
ANO0000000938,2025-07-09,매입,(유) 에코,1000000,물품 구매,이동현,이민석,1,라운드 금액
TXN0000000364,2025-11-05,매입,(유) 넥스트마음플랫폼,3094613,원재료 구매,김민지,이민수,0,
TXN0000006484,2025-07-01,임차료,(주) 씨앤씨제조,1325754,사무실 임차료,김영일,이승현,0,
TXN0000001395,2025-10-19,접대비,(주) 국민원더금고,68063,회식비,오은주,윤선영,0,
TXN0000004523,2025-02-19,급여,(주) 원더가람에너지,4343863,급여 지급,이수빈,김민재,0,
TXN0000000897,2025-10-04,여비교통비,(주) 제나나루반도체,28227,숙박비,김현우,윤순옥,0,
TXN0000007304,2025-06-24,매입,(유) 에코겨레그룹,4016517,상품 매입,김현준,김상호,0,
TXN0000003838,2025-01-12,여비교통비,(주) 발해소프트,52812,숙박비,김성수,이정웅,0,
TXN0000001310,2025-02-19,임차료,(유) 월드기술,729159,사무실 임차료,이영호,배영철,0,
ANO0000000024,2025-09-21,여비교통비,(유) 다올,6146462,출장비,강진우,서성진,1,비정상적 금액
TXN0000005788,2025-03-16,현금,주식회사 푸른테크,4177681,소액 경비,손은서,홍주원,0,
TXN0000005915,2025-08-17,여비교통비,(주) 가야출판,51163,숙박비,이현정,이서윤,0,
TXN0000006716,2025-11-25,매입,(유) 미래라온기술,2126482,원재료 구매,김옥자,조현정,0,
TXN0000002555,2025-11-20,임차료,(주) 인포반도체,2188938,사무실 임차료,나정남,송명숙,0,
TXN0000007258,2025-02-22,접대비,유한회사 가야네오상사,469428,선물비,윤은서,최영식,0,
TXN0000003637,2025-03-03,매출,주식회사 네오,7886345,수수료 수입,홍예진,김주원,0,
TXN0000007771,2025-04-02,접대비,(유) 국민,158812,거래처 접대,이예은,김정훈,0,
TXN0000008057,2025-03-03,임차료,주식회사 이노나루뷰티,1855872,창고 임차료,김정웅,문승민,0,
TXN0000003737,2025-06-11,현금,(유) 첨단,4156377,현금 입금,송상철,김성진,0,
TXN0000002505,2025-09-17,현금,(주) 중앙라온엔지니어링,3265444,현금 출금,이수빈,이민지,0,
TXN0000005647,2025-08-05,접대비,(유) 넥스트랩스,382657,선물비,박지영,황하은,0,
TXN0000005803,2025-09-14,매출,(주) 이노,4102372,제품 판매,김도윤,남정식,0,
TXN0000008195,2025-03-26,급여,주식회사 에코모두기획,2392495,퇴직금 지급,고미영,송정희,0,
TXN0000004088,2025-07-21,여비교통비,유한회사 유니온,179675,출장비,김지우,이영자,0,
TXN0000005519,2025-06-24,임차료,주식회사 조선첨단은행,1948574,창고 임차료,이은서,최재현,0,
ANO0000000528,2025-10-14,매입,유한회사 코어그룹,10000000,물품 구매,고지혜,김지민,1,라운드 금액
TXN0000000379,2025-12-17,임차료,주식회사 이노,515709,사무실 임차료,김은정,송상현,0,
TXN0000004200,2025-01-03,임차료,(주) 고려에코개발,730104,창고 임차료,이지민,이명숙,0,
TXN0000007442,2025-12-19,매출,(유) 코어미래반도체,4520970,용역 제공,이지민,이영희,0,
TXN0000005765,2025-11-29,매입,(주) 하나유니온개발공사,832487,상품 매입,배영미,김숙자,0,
ANO0000000279,2025-08-23,현금,(주) 다올,642079,긴급 지출,이은영,오서연,1,주말 거래
ANO0000000361,2025-05-03,현금,(주) 에코한빛상사,994168,긴급 지출,김영숙,하영호,1,주말 거래
TXN0000006327,2025-11-10,여비교통비,(유) 다올조선연구소,160384,숙박비,이명숙,김정순,0,
TXN0000008267,2025-11-11,임차료,주식회사 코어전자,1398487,사무실 임차료,이도현,이광수,0,
ANO0000000720,2025-08-31,매입,(주) 제나,2000000,물품 구매,장현준,이진호,1,라운드 금액
ANO0000000366,2025-10-20,접대비,동일거래처,450000,거래처 접대,김현준,이지민,1,중복거래
TXN0000001010,2025-08-21,매입,유한회사 마루에코제조,4667415,상품 매입,김정수,류영순,0,
TXN0000006080,2025-07-26,여비교통비,(주) 가온,18622,숙박비,홍정호,이예준,0,
TXN0000008039,2025-02-17,매입,주식회사 가온바이오,1634462,원재료 구매,김재호,김현지,0,
TXN0000003083,2025-01-18,접대비,(주) 윈드푸른자동차,288747,거래처 접대,김중수,김옥순,0,
TXN0000001544,2025-03-03,접대비,(유) 코어기획,328760,선물비,권서준,지준영,0,
TXN0000004471,2025-06-21,임차료,주식회사 가온네트웍스,2490940,창고 임차료,송예은,김영희,0,
TXN0000004945,2025-08-13,현금,유한회사 넥스트시스템즈,3095562,현금 출금,김영자,김경숙,0,
ANO0000000440,2025-06-02,접대비,특정거래처,92286,소액 접대,김철수,오민준,1,빈번한 소액거래
TXN0000005085,2025-07-24,매출,(유) 가람그룹,9738428,제품 판매,홍명자,김정훈,0,
TXN0000003049,2025-08-04,여비교통비,주식회사 다올기술,160846,숙박비,윤경희,박수진,0,
TXN0000002429,2025-11-22,현금,(유) 조선가야솔루션,1460719,소액 경비,이영자,강명숙,0,
TXN0000000597,2025-02-05,매출,(주) 비전네트워크,1225609,수수료 수입,김진호,김중수,0,
TXN0000003461,2025-04-18,임차료,주식회사 윈드겨레시스템즈,886616,사무실 임차료,박수진,박예은,0,
TXN0000003694,2025-09-07,접대비,유한회사 유니온에너지,459394,회식비,조종수,홍은정,0,
ANO0000000451,2025-05-21,매입,유한회사 중앙고구려금고,2000000,물품 구매,안민지,최선영,1,라운드 금액
ANO0000000490,2025-01-15,접대비,동일거래처,450000,거래처 접대,이은지,최영철,1,중복거래
TXN0000000882,2025-06-20,매출,(주) 글로벌스타시스템즈,3980967,용역 제공,문준서,이승민,0,
TXN0000005611,2025-10-30,여비교통비,(유) 제나마루유통,198617,출장비,강정숙,이건우,0,
TXN0000008369,2025-09-28,여비교통비,주식회사 중앙금고,57767,숙박비,이지연,한지민,0,
TXN0000005859,2025-08-04,임차료,(주) 시너지겨레신문,2510933,사무실 임차료,안지우,김은주,0,
TXN0000001945,2025-08-08,급여,주식회사 첨단뷰티,3847648,퇴직금 지급,김은경,손은지,0,
TXN0000001343,2025-05-15,급여,(주) 모두정보통신,3785761,퇴직금 지급,양상훈,최하은,0,
TXN0000002063,2025-03-09,매입,유한회사 가람글로벌금고,695928,상품 매입,박정훈,류민수,0,
TXN0000002260,2025-09-17,매입,주식회사 원더겨레기술,4844640,소모품 구매,김승현,황예진,0,
TXN0000003194,2025-03-19,급여,주식회사 시너지출판,2055218,급여 지급,김준서,오준서,0,
TXN0000002248,2025-02-11,현금,(주) 제나네트워크,12056,소액 경비,김정웅,박상훈,0,
ANO0000000584,2025-03-08,현금,유한회사 하나신라연구소,848944,긴급 지출,이경희,김은지,1,주말 거래
TXN0000008695,2025-09-26,매입,(주) 코리아제나플랫폼,3815591,원재료 구매,김준서,박상호,0,
TXN0000008241,2025-10-28,현금,(주) 아름네트워크,2518302,소액 경비,박하은,김수진,0,
TXN0000000345,2025-08-23,접대비,주식회사 가온마루엔지니어링,278905,선물비,이종수,이지우,0,
TXN0000001473,2025-04-28,급여,주식회사 조선코어항공,4750870,상여금 지급,김현우,배정훈,0,
TXN0000005893,2025-11-17,매입,(주) 고려,3622184,상품 매입,권진우,최승민,0,
TXN0000006305,2025-01-25,여비교통비,(유) 에코,76240,숙박비,최정자,서영환,0,
TXN0000000536,2025-01-02,임차료,(주) 라온에너지,2666353,사무실 임차료,강상훈,전은경,0,
ANO0000000132,2025-08-24,매입,주식회사 한빛,2000000,물품 구매,박상현,임재호,1,라운드 금액
TXN0000008671,2025-03-20,접대비,유한회사 유니온,332979,선물비,조시우,최명숙,0,
TXN0000005338,2025-09-08,매입,유한회사 보람글로벌바이오,2976026,상품 매입,황지은,남건우,0,
TXN0000004651,2025-05-11,임차료,(유) 첨단마루개발,2091981,창고 임차료,이영일,최정훈,0,
TXN0000005964,2025-08-17,임차료,주식회사 하나미래플랫폼,1110732,창고 임차료,이민석,장동현,0,
TXN0000008757,2025-09-08,급여,유한회사 고려,4961504,퇴직금 지급,이진우,곽채원,0,
TXN0000006516,2025-07-25,매출,유한회사 푸른,4369527,제품 판매,이민지,고채원,0,
TXN0000007066,2025-08-09,급여,주식회사 브레인,3309077,퇴직금 지급,김건우,이은주,0,
TXN0000003270,2025-10-17,현금,유한회사 코리아,2575661,현금 입금,이은서,송현숙,0,
TXN0000003090,2025-11-06,매출,(주) 에코씨앤씨전자,2589948,수수료 수입,이민석,손지현,0,
TXN0000002185,2025-04-02,현금,유한회사 월드글로벌출판,4661872,현금 입금,이미숙,오정웅,0,
TXN0000007286,2025-06-19,급여,유한회사 종합,4855648,상여금 지급,진상훈,박재현,0,
TXN0000004907,2025-07-11,매출,(유) 라온월드유통,6608598,용역 제공,김영자,강영희,0,
TXN0000001641,2025-01-22,임차료,유한회사 비전글로벌네트워크,2697041,창고 임차료,전성현,김미숙,0,
TXN0000000970,2025-08-20,여비교통비,주식회사 라온,85716,교통비,송진호,권명숙,0,
TXN0000003307,2025-11-02,급여,유한회사 글로벌코스메틱,2867698,상여금 지급,박예준,이정희,0,
TXN0000003129,2025-04-17,접대비,유한회사 코어반도체,252750,회식비,안성훈,윤수민,0,
TXN0000007278,2025-08-04,현금,(주) 브레인금고,1500854,소액 경비,박주원,송은주,0,
ANO0000000924,2025-06-12,접대비,동일거래처,450000,거래처 접대,김순자,김영미,1,중복거래
TXN0000004525,2025-09-16,여비교통비,(주) 가람보람정보통신,56547,출장비,이예원,이지우,0,
TXN0000003110,2025-11-09,여비교통비,(유) 코어넥스트기획,23418,숙박비,김민지,김동현,0,
TXN0000000378,2025-03-29,매입,(유) 코어미래개발,1487206,소모품 구매,박재호,박민준,0,
TXN0000003330,2025-04-20,급여,(유) 종합브레인네트워크,4422198,상여금 지급,오현주,박도현,0,
TXN0000008071,2025-12-30,매출,유한회사 한강,6282253,수수료 수입,김영자,백미숙,0,
TXN0000000116,2025-04-05,매출,주식회사 백제국민출판,6344790,제품 판매,이준영,김정훈,0,
TXN0000003971,2025-12-26,임차료,(주) 가야아름출판,2693072,창고 임차료,김혜진,강중수,0,
TXN0000007720,2025-01-27,여비교통비,(유) 아름출판,11379,숙박비,진지은,한명숙,0,
TXN0000002055,2025-06-29,매출,(유) 마루제조,8476278,제품 판매,안혜진,김시우,0,
TXN0000000159,2025-09-01,매출,유한회사 원더시스템즈,8226679,수수료 수입,조채원,김지훈,0,
TXN0000008752,2025-11-28,매출,(유) 월드소프트,5426310,제품 판매,김예진,박영환,0,
TXN0000005838,2025-04-14,접대비,(유) 아름모두상사,185292,선물비,이수민,이현우,0,
TXN0000001460,2025-03-01,접대비,주식회사 마루,131222,거래처 접대,윤성현,박준서,0,
ANO0000000681,2025-02-14,매입,유한회사 비전고구려출판,2000000,물품 구매,박현준,양상철,1,라운드 금액
TXN0000001088,2025-12-29,여비교통비,(주) 넥스트,159715,숙박비,고은지,하영수,0,
ANO0000000710,2025-03-14,접대비,특정거래처,96487,소액 접대,김철수,강수민,1,빈번한 소액거래
TXN0000008114,2025-05-06,여비교통비,유한회사 가야전자,119114,교통비,유순자,이은경,0,
TXN0000007928,2025-01-09,여비교통비,(주) 마음항공,168160,숙박비,박도현,장성호,0,
TXN0000007593,2025-02-10,현금,주식회사 에코,4757387,현금 출금,남현정,배윤서,0,
TXN0000003910,2025-12-30,임차료,(유) 발해,1696458,창고 임차료,김정웅,고하은,0,
TXN0000004711,2025-12-21,임차료,(유) 글로벌아름네트워크,510632,사무실 임차료,김재호,김미숙,0,
TXN0000001348,2025-12-18,급여,(주) 겨레비전전자,4875629,급여 지급,김영식,황영일,0,
